,policy,icache_cap,icache_ways,icache_blsz,dcache_cap,dcache_ways,dcache_blsz
0,rand,2048,1,128,65536,1,128
1,lru,2048,1,128,65536,1,128
2,rand,2048,1,128,65536,2,128
3,lru,2048,1,128,65536,2,128
4,rrip,2048,1,128,65536,1,128
5,rrip,2048,1,128,65536,2,128
6,lru,2048,1,128,65536,4,128
7,rrip,2048,1,128,65536,4,128
8,rand,2048,1,128,65536,4,128
9,lru,2048,1,128,65536,8,128
10,rrip,2048,1,128,65536,8,128
11,rand,2048,1,128,65536,8,128
12,lru,2048,1,128,65536,16,128
13,rrip,2048,1,128,65536,16,128
14,rand,2048,1,128,65536,16,128
15,lru,2048,2,128,65536,1,128
16,rand,2048,2,128,65536,1,128
17,rrip,2048,2,128,65536,1,128
18,rrip,2048,2,128,65536,2,128
19,lru,2048,2,128,65536,2,128
20,rand,2048,2,128,65536,2,128
21,rand,2048,2,128,65536,8,128
22,rrip,2048,2,128,65536,4,128
23,rand,2048,2,128,65536,4,128
24,rrip,2048,2,128,65536,8,128
25,lru,2048,2,128,65536,4,128
26,lru,2048,2,128,65536,8,128
27,rrip,2048,2,128,65536,16,128
28,lru,2048,2,128,65536,16,128
29,rand,2048,2,128,65536,16,128
30,rand,2048,4,128,65536,1,128
31,rand,2048,4,128,65536,2,128
32,lru,2048,4,128,65536,1,128
33,rrip,2048,4,128,65536,1,128
34,lru,2048,4,128,65536,2,128
35,lru,2048,4,128,65536,4,128
36,rrip,2048,4,128,65536,2,128
37,rand,2048,4,128,65536,4,128
38,rand,2048,4,128,65536,8,128
39,lru,2048,4,128,65536,8,128
40,rrip,2048,4,128,65536,8,128
41,rrip,2048,4,128,65536,4,128
42,lru,2048,4,128,65536,16,128
43,rand,2048,4,128,65536,16,128
44,rrip,2048,4,128,65536,16,128
45,rrip,2048,8,128,65536,1,128
46,lru,2048,8,128,65536,1,128
47,rand,2048,8,128,65536,2,128
48,rand,2048,8,128,65536,1,128
49,rrip,2048,8,128,65536,2,128
50,lru,2048,8,128,65536,2,128
51,lru,2048,8,128,65536,4,128
52,rand,2048,8,128,65536,4,128
53,rrip,2048,8,128,65536,4,128
54,lru,2048,8,128,65536,8,128
55,rand,2048,8,128,65536,8,128
56,rand,2048,8,128,65536,16,128
57,rrip,2048,8,128,65536,8,128
58,rrip,2048,8,128,65536,16,128
59,lru,2048,8,128,65536,16,128
60,lru,2048,16,128,65536,1,128
61,rand,2048,16,128,65536,1,128
62,rand,2048,16,128,65536,2,128
63,rrip,2048,16,128,65536,1,128
64,rrip,2048,16,128,65536,2,128
65,lru,2048,16,128,65536,8,128
66,rand,2048,16,128,65536,4,128
67,rrip,2048,16,128,65536,4,128
68,lru,2048,16,128,65536,4,128
69,lru,2048,16,128,65536,2,128
70,rrip,2048,16,128,65536,8,128
71,rand,2048,16,128,65536,8,128
72,lru,2048,16,128,65536,16,128
73,rand,2048,16,128,65536,16,128
74,rrip,2048,16,128,65536,16,128
75,lru,2048,1,128,131072,1,128
76,rand,2048,1,128,131072,1,128
77,rrip,2048,1,128,131072,1,128
78,rand,2048,1,128,131072,2,128
79,rrip,2048,1,128,131072,2,128
80,lru,2048,1,128,131072,2,128
81,rrip,2048,1,128,131072,4,128
82,lru,2048,1,128,131072,4,128
83,rand,2048,1,128,131072,4,128
84,rand,2048,1,128,131072,8,128
85,lru,2048,1,128,131072,8,128
86,rrip,2048,1,128,131072,8,128
87,rrip,2048,1,128,131072,16,128
88,rand,2048,1,128,131072,16,128
89,lru,2048,1,128,131072,16,128
90,rrip,2048,2,128,131072,2,128
91,rrip,2048,2,128,131072,1,128
92,lru,2048,2,128,131072,2,128
93,rand,2048,2,128,131072,2,128
94,lru,2048,2,128,131072,1,128
95,rand,2048,2,128,131072,1,128
96,lru,2048,2,128,131072,4,128
97,rand,2048,2,128,131072,4,128
98,rrip,2048,2,128,131072,4,128
99,rand,2048,2,128,131072,8,128
100,lru,2048,2,128,131072,8,128
101,rand,2048,2,128,131072,16,128
102,lru,2048,2,128,131072,16,128
103,rrip,2048,2,128,131072,16,128
104,rrip,2048,2,128,131072,8,128
105,rand,2048,4,128,131072,1,128
106,lru,2048,4,128,131072,1,128
107,rrip,2048,4,128,131072,1,128
108,rand,2048,4,128,131072,2,128
109,lru,2048,4,128,131072,2,128
110,rrip,2048,4,128,131072,2,128
111,rrip,2048,4,128,131072,4,128
112,lru,2048,4,128,131072,4,128
113,lru,2048,4,128,131072,8,128
114,rand,2048,4,128,131072,4,128
115,rand,2048,4,128,131072,8,128
116,rand,2048,4,128,131072,16,128
117,rrip,2048,4,128,131072,8,128
118,lru,2048,4,128,131072,16,128
119,rrip,2048,4,128,131072,16,128
120,lru,2048,8,128,131072,1,128
121,rand,2048,8,128,131072,1,128
122,rrip,2048,8,128,131072,1,128
123,lru,2048,8,128,131072,2,128
124,rrip,2048,8,128,131072,2,128
125,rand,2048,8,128,131072,2,128
126,lru,2048,8,128,131072,4,128
127,rand,2048,8,128,131072,4,128
128,rrip,2048,8,128,131072,8,128
129,rrip,2048,8,128,131072,4,128
130,rand,2048,8,128,131072,8,128
131,lru,2048,8,128,131072,8,128
132,rand,2048,8,128,131072,16,128
133,lru,2048,8,128,131072,16,128
134,rrip,2048,8,128,131072,16,128
135,rrip,2048,16,128,131072,1,128
136,lru,2048,16,128,131072,1,128
137,rand,2048,16,128,131072,1,128
138,rrip,2048,16,128,131072,2,128
139,rand,2048,16,128,131072,2,128
140,rand,2048,16,128,131072,4,128
141,lru,2048,16,128,131072,2,128
142,lru,2048,16,128,131072,4,128
143,rrip,2048,16,128,131072,4,128
144,rrip,2048,16,128,131072,8,128
145,rand,2048,16,128,131072,16,128
146,rrip,2048,16,128,131072,16,128
147,lru,2048,16,128,131072,16,128
148,lru,2048,16,128,131072,8,128
149,rand,2048,16,128,131072,8,128
150,rand,2048,1,128,262144,1,128
151,rrip,2048,1,128,262144,1,128
152,rand,2048,1,128,262144,2,128
153,lru,2048,1,128,262144,1,128
154,lru,2048,1,128,262144,4,128
155,rand,2048,1,128,262144,4,128
156,lru,2048,1,128,262144,2,128
157,rrip,2048,1,128,262144,2,128
158,rrip,2048,1,128,262144,4,128
159,rrip,2048,1,128,262144,8,128
160,lru,2048,1,128,262144,16,128
161,rand,2048,1,128,262144,16,128
162,rrip,2048,1,128,262144,16,128
163,rand,2048,1,128,262144,8,128
164,lru,2048,1,128,262144,8,128
165,rrip,2048,2,128,262144,1,128
166,rand,2048,2,128,262144,1,128
167,lru,2048,2,128,262144,1,128
168,lru,2048,2,128,262144,2,128
169,rand,2048,2,128,262144,2,128
170,lru,2048,2,128,262144,4,128
171,rrip,2048,2,128,262144,2,128
172,rand,2048,2,128,262144,4,128
173,lru,2048,2,128,262144,8,128
174,rand,2048,2,128,262144,8,128
175,rrip,2048,2,128,262144,4,128
176,rand,2048,2,128,262144,16,128
177,lru,2048,2,128,262144,16,128
178,rrip,2048,2,128,262144,8,128
179,rrip,2048,2,128,262144,16,128
180,lru,2048,4,128,262144,1,128
181,rand,2048,4,128,262144,1,128
182,lru,2048,4,128,262144,2,128
183,rand,2048,4,128,262144,2,128
184,rrip,2048,4,128,262144,1,128
185,rand,2048,4,128,262144,4,128
186,rrip,2048,4,128,262144,2,128
187,rand,2048,4,128,262144,8,128
188,rrip,2048,4,128,262144,8,128
189,rrip,2048,4,128,262144,4,128
190,lru,2048,4,128,262144,4,128
191,lru,2048,4,128,262144,8,128
192,lru,2048,4,128,262144,16,128
193,rrip,2048,4,128,262144,16,128
194,rand,2048,4,128,262144,16,128
195,rand,2048,8,128,262144,1,128
196,rrip,2048,8,128,262144,1,128
197,lru,2048,8,128,262144,1,128
198,lru,2048,8,128,262144,2,128
199,lru,2048,8,128,262144,4,128
200,rand,2048,8,128,262144,2,128
201,rrip,2048,8,128,262144,4,128
202,rrip,2048,8,128,262144,8,128
203,rand,2048,8,128,262144,4,128
204,rrip,2048,8,128,262144,2,128
205,lru,2048,8,128,262144,8,128
206,rand,2048,8,128,262144,8,128
207,lru,2048,8,128,262144,16,128
208,rrip,2048,8,128,262144,16,128
209,rand,2048,8,128,262144,16,128
210,rrip,2048,16,128,262144,1,128
211,lru,2048,16,128,262144,1,128
212,rand,2048,16,128,262144,1,128
213,rrip,2048,16,128,262144,2,128
214,rand,2048,16,128,262144,2,128
215,lru,2048,16,128,262144,2,128
216,rand,2048,16,128,262144,4,128
217,rrip,2048,16,128,262144,4,128
218,lru,2048,16,128,262144,4,128
219,rand,2048,16,128,262144,8,128
220,rrip,2048,16,128,262144,8,128
221,lru,2048,16,128,262144,8,128
222,rrip,2048,16,128,262144,16,128
223,rand,2048,16,128,262144,16,128
224,lru,2048,16,128,262144,16,128
225,rrip,2048,1,128,524288,1,128
226,rand,2048,1,128,524288,1,128
227,lru,2048,1,128,524288,2,128
228,lru,2048,1,128,524288,1,128
229,rand,2048,1,128,524288,2,128
230,rrip,2048,1,128,524288,2,128
231,lru,2048,1,128,524288,4,128
232,rand,2048,1,128,524288,4,128
233,rrip,2048,1,128,524288,4,128
234,rand,2048,1,128,524288,8,128
235,lru,2048,1,128,524288,8,128
236,rrip,2048,1,128,524288,8,128
237,rand,2048,1,128,524288,16,128
238,lru,2048,1,128,524288,16,128
239,rrip,2048,1,128,524288,16,128
240,rand,2048,2,128,524288,1,128
241,rrip,2048,2,128,524288,1,128
242,lru,2048,2,128,524288,1,128
243,rand,2048,2,128,524288,2,128
244,rrip,2048,2,128,524288,2,128
245,lru,2048,2,128,524288,2,128
246,lru,2048,2,128,524288,4,128
247,rand,2048,2,128,524288,4,128
248,lru,2048,2,128,524288,8,128
249,rand,2048,2,128,524288,8,128
250,rrip,2048,2,128,524288,4,128
251,rrip,2048,2,128,524288,8,128
252,lru,2048,2,128,524288,16,128
253,rand,2048,2,128,524288,16,128
254,rrip,2048,2,128,524288,16,128
255,rand,2048,4,128,524288,1,128
256,lru,2048,4,128,524288,1,128
257,rand,2048,4,128,524288,2,128
258,rrip,2048,4,128,524288,2,128
259,rrip,2048,4,128,524288,4,128
260,rrip,2048,4,128,524288,1,128
261,lru,2048,4,128,524288,4,128
262,rand,2048,4,128,524288,4,128
263,rand,2048,4,128,524288,8,128
264,lru,2048,4,128,524288,8,128
265,lru,2048,4,128,524288,2,128
266,rrip,2048,4,128,524288,8,128
267,lru,2048,4,128,524288,16,128
268,rand,2048,4,128,524288,16,128
269,rrip,2048,4,128,524288,16,128
270,lru,2048,8,128,524288,1,128
271,rand,2048,8,128,524288,1,128
272,rrip,2048,8,128,524288,1,128
273,rand,2048,8,128,524288,2,128
274,rrip,2048,8,128,524288,2,128
275,rand,2048,8,128,524288,4,128
276,lru,2048,8,128,524288,4,128
277,lru,2048,8,128,524288,2,128
278,rrip,2048,8,128,524288,4,128
279,lru,2048,8,128,524288,8,128
280,rand,2048,8,128,524288,8,128
281,rrip,2048,8,128,524288,8,128
282,rand,2048,8,128,524288,16,128
283,lru,2048,8,128,524288,16,128
284,rrip,2048,8,128,524288,16,128
285,rand,2048,16,128,524288,1,128
286,rrip,2048,16,128,524288,1,128
287,lru,2048,16,128,524288,1,128
288,rand,2048,16,128,524288,2,128
289,lru,2048,16,128,524288,2,128
290,rrip,2048,16,128,524288,2,128
291,rrip,2048,16,128,524288,4,128
292,rand,2048,16,128,524288,4,128
293,rrip,2048,16,128,524288,8,128
294,rand,2048,16,128,524288,16,128
295,lru,2048,16,128,524288,8,128
296,lru,2048,16,128,524288,4,128
297,rand,2048,16,128,524288,8,128
298,lru,2048,16,128,524288,16,128
299,rrip,2048,16,128,524288,16,128
300,lru,2048,1,128,1048576,1,128
301,rand,2048,1,128,1048576,1,128
302,lru,2048,1,128,1048576,2,128
303,rand,2048,1,128,1048576,2,128
304,rrip,2048,1,128,1048576,1,128
305,lru,2048,1,128,1048576,4,128
306,rand,2048,1,128,1048576,4,128
307,rrip,2048,1,128,1048576,4,128
308,rand,2048,1,128,1048576,8,128
309,lru,2048,1,128,1048576,8,128
310,rrip,2048,1,128,1048576,8,128
311,rrip,2048,1,128,1048576,2,128
312,lru,2048,1,128,1048576,16,128
313,rand,2048,1,128,1048576,16,128
314,rrip,2048,1,128,1048576,16,128
315,lru,2048,2,128,1048576,1,128
316,rand,2048,2,128,1048576,1,128
317,rrip,2048,2,128,1048576,1,128
318,lru,2048,2,128,1048576,2,128
319,rand,2048,2,128,1048576,4,128
320,lru,2048,2,128,1048576,4,128
321,rrip,2048,2,128,1048576,4,128
322,rand,2048,2,128,1048576,2,128
323,rrip,2048,2,128,1048576,2,128
324,lru,2048,2,128,1048576,8,128
325,rrip,2048,2,128,1048576,8,128
326,rand,2048,2,128,1048576,8,128
327,lru,2048,2,128,1048576,16,128
328,rand,2048,2,128,1048576,16,128
329,rrip,2048,2,128,1048576,16,128
330,lru,2048,4,128,1048576,1,128
331,rrip,2048,4,128,1048576,1,128
332,rand,2048,4,128,1048576,1,128
333,lru,2048,4,128,1048576,2,128
334,rand,2048,4,128,1048576,2,128
335,rrip,2048,4,128,1048576,2,128
336,rand,2048,4,128,1048576,4,128
337,lru,2048,4,128,1048576,8,128
338,lru,2048,4,128,1048576,4,128
339,rand,2048,4,128,1048576,8,128
340,rrip,2048,4,128,1048576,4,128
341,rrip,2048,4,128,1048576,8,128
342,rrip,2048,4,128,1048576,16,128
343,rand,2048,4,128,1048576,16,128
344,lru,2048,4,128,1048576,16,128
345,rand,2048,8,128,1048576,2,128
346,rand,2048,8,128,1048576,1,128
347,lru,2048,8,128,1048576,4,128
348,lru,2048,8,128,1048576,1,128
349,rrip,2048,8,128,1048576,2,128
350,rrip,2048,8,128,1048576,4,128
351,rand,2048,8,128,1048576,4,128
352,lru,2048,8,128,1048576,8,128
353,rrip,2048,8,128,1048576,1,128
354,lru,2048,8,128,1048576,2,128
355,rand,2048,8,128,1048576,8,128
356,rrip,2048,8,128,1048576,16,128
357,rand,2048,8,128,1048576,16,128
358,rrip,2048,8,128,1048576,8,128
359,lru,2048,8,128,1048576,16,128
360,rand,2048,16,128,1048576,1,128
361,rrip,2048,16,128,1048576,1,128
362,lru,2048,16,128,1048576,1,128
363,rand,2048,16,128,1048576,4,128
364,rand,2048,16,128,1048576,2,128
365,lru,2048,16,128,1048576,2,128
366,rrip,2048,16,128,1048576,2,128
367,rrip,2048,16,128,1048576,4,128
368,rand,2048,16,128,1048576,16,128
369,lru,2048,16,128,1048576,4,128
370,lru,2048,16,128,1048576,8,128
371,rrip,2048,16,128,1048576,16,128
372,rand,2048,16,128,1048576,8,128
373,rrip,2048,16,128,1048576,8,128
374,lru,2048,16,128,1048576,16,128
375,lru,4096,1,128,65536,1,128
376,rand,4096,1,128,65536,1,128
377,rrip,4096,1,128,65536,1,128
378,rand,4096,1,128,65536,2,128
379,rrip,4096,1,128,65536,2,128
380,lru,4096,1,128,65536,4,128
381,lru,4096,1,128,65536,2,128
382,rand,4096,1,128,65536,4,128
383,rrip,4096,1,128,65536,4,128
384,rand,4096,1,128,65536,8,128
385,rrip,4096,1,128,65536,16,128
386,rrip,4096,1,128,65536,8,128
387,rand,4096,1,128,65536,16,128
388,lru,4096,1,128,65536,8,128
389,lru,4096,1,128,65536,16,128
390,lru,4096,2,128,65536,1,128
391,lru,4096,2,128,65536,2,128
392,rand,4096,2,128,65536,1,128
393,rrip,4096,2,128,65536,1,128
394,rrip,4096,2,128,65536,2,128
395,rand,4096,2,128,65536,2,128
396,lru,4096,2,128,65536,4,128
397,rand,4096,2,128,65536,4,128
398,rrip,4096,2,128,65536,4,128
399,lru,4096,2,128,65536,8,128
400,rand,4096,2,128,65536,8,128
401,rrip,4096,2,128,65536,8,128
402,rrip,4096,2,128,65536,16,128
403,rand,4096,2,128,65536,16,128
404,lru,4096,2,128,65536,16,128
405,lru,4096,4,128,65536,1,128
406,rand,4096,4,128,65536,1,128
407,rrip,4096,4,128,65536,1,128
408,rand,4096,4,128,65536,2,128
409,rrip,4096,4,128,65536,2,128
410,lru,4096,4,128,65536,4,128
411,rand,4096,4,128,65536,4,128
412,rrip,4096,4,128,65536,4,128
413,lru,4096,4,128,65536,2,128
414,rand,4096,4,128,65536,8,128
415,rrip,4096,4,128,65536,8,128
416,lru,4096,4,128,65536,8,128
417,rand,4096,4,128,65536,16,128
418,lru,4096,4,128,65536,16,128
419,rrip,4096,4,128,65536,16,128
420,lru,4096,8,128,65536,1,128
421,rrip,4096,8,128,65536,1,128
422,rand,4096,8,128,65536,1,128
423,rrip,4096,8,128,65536,2,128
424,rand,4096,8,128,65536,2,128
425,lru,4096,8,128,65536,4,128
426,lru,4096,8,128,65536,2,128
427,rand,4096,8,128,65536,4,128
428,rrip,4096,8,128,65536,4,128
429,rand,4096,8,128,65536,8,128
430,rrip,4096,8,128,65536,8,128
431,lru,4096,8,128,65536,8,128
432,rand,4096,8,128,65536,16,128
433,rrip,4096,8,128,65536,16,128
434,lru,4096,8,128,65536,16,128
435,rand,4096,16,128,65536,1,128
436,lru,4096,16,128,65536,1,128
437,lru,4096,16,128,65536,2,128
438,rrip,4096,16,128,65536,1,128
439,rand,4096,16,128,65536,2,128
440,rrip,4096,16,128,65536,2,128
441,rrip,4096,16,128,65536,4,128
442,rand,4096,16,128,65536,4,128
443,lru,4096,16,128,65536,8,128
444,lru,4096,16,128,65536,4,128
445,rrip,4096,16,128,65536,8,128
446,rand,4096,16,128,65536,8,128
447,lru,4096,16,128,65536,16,128
448,rand,4096,16,128,65536,16,128
449,rrip,4096,16,128,65536,16,128
450,lru,4096,1,128,131072,1,128
451,rrip,4096,1,128,131072,1,128
452,lru,4096,1,128,131072,2,128
453,rand,4096,1,128,131072,2,128
454,rand,4096,1,128,131072,1,128
455,rrip,4096,1,128,131072,2,128
456,lru,4096,1,128,131072,4,128
457,lru,4096,1,128,131072,8,128
458,rand,4096,1,128,131072,4,128
459,rrip,4096,1,128,131072,8,128
460,lru,4096,1,128,131072,16,128
461,rand,4096,1,128,131072,16,128
462,rand,4096,1,128,131072,8,128
463,rrip,4096,1,128,131072,4,128
464,rrip,4096,1,128,131072,16,128
465,lru,4096,2,128,131072,1,128
466,rand,4096,2,128,131072,1,128
467,lru,4096,2,128,131072,2,128
468,rand,4096,2,128,131072,2,128
469,rrip,4096,2,128,131072,1,128
470,lru,4096,2,128,131072,4,128
471,rrip,4096,2,128,131072,2,128
472,rrip,4096,2,128,131072,4,128
473,rand,4096,2,128,131072,4,128
474,rand,4096,2,128,131072,8,128
475,lru,4096,2,128,131072,8,128
476,rrip,4096,2,128,131072,8,128
477,rrip,4096,2,128,131072,16,128
478,lru,4096,2,128,131072,16,128
479,rand,4096,2,128,131072,16,128
480,lru,4096,4,128,131072,1,128
481,rand,4096,4,128,131072,1,128
482,rrip,4096,4,128,131072,1,128
483,rrip,4096,4,128,131072,2,128
484,lru,4096,4,128,131072,2,128
485,rand,4096,4,128,131072,4,128
486,rand,4096,4,128,131072,2,128
487,lru,4096,4,128,131072,4,128
488,rrip,4096,4,128,131072,4,128
489,lru,4096,4,128,131072,8,128
490,rand,4096,4,128,131072,8,128
491,rrip,4096,4,128,131072,8,128
492,rrip,4096,4,128,131072,16,128
493,rand,4096,4,128,131072,16,128
494,lru,4096,4,128,131072,16,128
495,rand,4096,8,128,131072,1,128
496,lru,4096,8,128,131072,1,128
497,rrip,4096,8,128,131072,1,128
498,rand,4096,8,128,131072,2,128
499,lru,4096,8,128,131072,2,128
500,lru,4096,8,128,131072,4,128
501,rrip,4096,8,128,131072,2,128
502,rand,4096,8,128,131072,4,128
503,rrip,4096,8,128,131072,4,128
504,rand,4096,8,128,131072,8,128
505,rrip,4096,8,128,131072,8,128
506,lru,4096,8,128,131072,8,128
507,lru,4096,8,128,131072,16,128
508,rand,4096,8,128,131072,16,128
509,rrip,4096,8,128,131072,16,128
510,rand,4096,16,128,131072,1,128
511,rrip,4096,16,128,131072,1,128
512,lru,4096,16,128,131072,1,128
513,rand,4096,16,128,131072,2,128
514,lru,4096,16,128,131072,2,128
515,rrip,4096,16,128,131072,2,128
516,rrip,4096,16,128,131072,4,128
517,rand,4096,16,128,131072,4,128
518,lru,4096,16,128,131072,4,128
519,lru,4096,16,128,131072,8,128
520,rand,4096,16,128,131072,8,128
521,rand,4096,16,128,131072,16,128
522,lru,4096,16,128,131072,16,128
523,rrip,4096,16,128,131072,8,128
524,rrip,4096,16,128,131072,16,128
525,lru,4096,1,128,262144,1,128
526,rand,4096,1,128,262144,1,128
527,rrip,4096,1,128,262144,1,128
528,lru,4096,1,128,262144,2,128
529,rand,4096,1,128,262144,2,128
530,rand,4096,1,128,262144,8,128
531,lru,4096,1,128,262144,4,128
532,lru,4096,1,128,262144,8,128
533,rrip,4096,1,128,262144,2,128
534,rrip,4096,1,128,262144,8,128
535,rrip,4096,1,128,262144,4,128
536,rand,4096,1,128,262144,4,128
537,lru,4096,1,128,262144,16,128
538,rrip,4096,1,128,262144,16,128
539,rand,4096,1,128,262144,16,128
540,lru,4096,2,128,262144,1,128
541,rand,4096,2,128,262144,1,128
542,rrip,4096,2,128,262144,1,128
543,rrip,4096,2,128,262144,2,128
544,rand,4096,2,128,262144,2,128
545,lru,4096,2,128,262144,4,128
546,lru,4096,2,128,262144,2,128
547,rand,4096,2,128,262144,4,128
548,rrip,4096,2,128,262144,4,128
549,lru,4096,2,128,262144,8,128
550,rand,4096,2,128,262144,8,128
551,rand,4096,2,128,262144,16,128
552,rrip,4096,2,128,262144,8,128
553,lru,4096,2,128,262144,16,128
554,rrip,4096,2,128,262144,16,128
555,rand,4096,4,128,262144,1,128
556,lru,4096,4,128,262144,1,128
557,lru,4096,4,128,262144,2,128
558,rrip,4096,4,128,262144,2,128
559,rrip,4096,4,128,262144,1,128
560,rand,4096,4,128,262144,2,128
561,lru,4096,4,128,262144,4,128
562,rrip,4096,4,128,262144,4,128
563,rand,4096,4,128,262144,4,128
564,rrip,4096,4,128,262144,8,128
565,rand,4096,4,128,262144,8,128
566,lru,4096,4,128,262144,16,128
567,lru,4096,4,128,262144,8,128
568,rrip,4096,4,128,262144,16,128
569,rand,4096,4,128,262144,16,128
570,rand,4096,8,128,262144,1,128
571,lru,4096,8,128,262144,1,128
572,rrip,4096,8,128,262144,1,128
573,lru,4096,8,128,262144,2,128
574,rand,4096,8,128,262144,2,128
575,rrip,4096,8,128,262144,2,128
576,rrip,4096,8,128,262144,4,128
577,lru,4096,8,128,262144,4,128
578,rrip,4096,8,128,262144,8,128
579,rand,4096,8,128,262144,8,128
580,rand,4096,8,128,262144,4,128
581,rand,4096,8,128,262144,16,128
582,lru,4096,8,128,262144,16,128
583,rrip,4096,8,128,262144,16,128
584,lru,4096,8,128,262144,8,128
585,rrip,4096,16,128,262144,1,128
586,rand,4096,16,128,262144,1,128
587,rand,4096,16,128,262144,2,128
588,lru,4096,16,128,262144,1,128
589,rrip,4096,16,128,262144,2,128
590,lru,4096,16,128,262144,2,128
591,rand,4096,16,128,262144,4,128
592,rrip,4096,16,128,262144,4,128
593,rrip,4096,16,128,262144,8,128
594,rand,4096,16,128,262144,8,128
595,lru,4096,16,128,262144,4,128
596,lru,4096,16,128,262144,8,128
597,lru,4096,16,128,262144,16,128
598,rand,4096,16,128,262144,16,128
599,rrip,4096,16,128,262144,16,128
600,lru,4096,1,128,524288,2,128
601,lru,4096,1,128,524288,1,128
602,rand,4096,1,128,524288,2,128
603,rand,4096,1,128,524288,1,128
604,rrip,4096,1,128,524288,1,128
605,rrip,4096,1,128,524288,2,128
606,rand,4096,1,128,524288,4,128
607,rrip,4096,1,128,524288,4,128
608,lru,4096,1,128,524288,4,128
609,rand,4096,1,128,524288,8,128
610,lru,4096,1,128,524288,8,128
611,rrip,4096,1,128,524288,8,128
612,rand,4096,1,128,524288,16,128
613,lru,4096,1,128,524288,16,128
614,rrip,4096,1,128,524288,16,128
615,rrip,4096,2,128,524288,1,128
616,lru,4096,2,128,524288,2,128
617,rand,4096,2,128,524288,1,128
618,rand,4096,2,128,524288,2,128
619,rrip,4096,2,128,524288,2,128
620,lru,4096,2,128,524288,4,128
621,lru,4096,2,128,524288,1,128
622,rand,4096,2,128,524288,4,128
623,rrip,4096,2,128,524288,4,128
624,rand,4096,2,128,524288,8,128
625,lru,4096,2,128,524288,8,128
626,rrip,4096,2,128,524288,16,128
627,lru,4096,2,128,524288,16,128
628,rrip,4096,2,128,524288,8,128
629,rand,4096,2,128,524288,16,128
630,lru,4096,4,128,524288,1,128
631,rrip,4096,4,128,524288,1,128
632,rand,4096,4,128,524288,1,128
633,rrip,4096,4,128,524288,2,128
634,lru,4096,4,128,524288,2,128
635,rand,4096,4,128,524288,2,128
636,lru,4096,4,128,524288,4,128
637,rand,4096,4,128,524288,4,128
638,rrip,4096,4,128,524288,16,128
639,rrip,4096,4,128,524288,8,128
640,rand,4096,4,128,524288,8,128
641,lru,4096,4,128,524288,16,128
642,rrip,4096,4,128,524288,4,128
643,lru,4096,4,128,524288,8,128
644,rand,4096,4,128,524288,16,128
645,rrip,4096,8,128,524288,1,128
646,lru,4096,8,128,524288,2,128
647,lru,4096,8,128,524288,1,128
648,rand,4096,8,128,524288,1,128
649,rand,4096,8,128,524288,2,128
650,lru,4096,8,128,524288,4,128
651,rrip,4096,8,128,524288,2,128
652,rand,4096,8,128,524288,4,128
653,rrip,4096,8,128,524288,8,128
654,rand,4096,8,128,524288,8,128
655,rrip,4096,8,128,524288,4,128
656,lru,4096,8,128,524288,8,128
657,rand,4096,8,128,524288,16,128
658,rrip,4096,8,128,524288,16,128
659,lru,4096,8,128,524288,16,128
660,rand,4096,16,128,524288,1,128
661,lru,4096,16,128,524288,1,128
662,rrip,4096,16,128,524288,1,128
663,rrip,4096,16,128,524288,2,128
664,lru,4096,16,128,524288,2,128
665,rand,4096,16,128,524288,2,128
666,lru,4096,16,128,524288,4,128
667,rrip,4096,16,128,524288,4,128
668,lru,4096,16,128,524288,8,128
669,rrip,4096,16,128,524288,8,128
670,rand,4096,16,128,524288,8,128
671,rand,4096,16,128,524288,4,128
672,rand,4096,16,128,524288,16,128
673,lru,4096,16,128,524288,16,128
674,rrip,4096,16,128,524288,16,128
675,lru,4096,1,128,1048576,1,128
676,rand,4096,1,128,1048576,2,128
677,rand,4096,1,128,1048576,1,128
678,rrip,4096,1,128,1048576,1,128
679,lru,4096,1,128,1048576,2,128
680,lru,4096,1,128,1048576,4,128
681,rrip,4096,1,128,1048576,2,128
682,rand,4096,1,128,1048576,4,128
683,lru,4096,1,128,1048576,8,128
684,rrip,4096,1,128,1048576,4,128
685,rand,4096,1,128,1048576,8,128
686,rrip,4096,1,128,1048576,8,128
687,rrip,4096,1,128,1048576,16,128
688,lru,4096,1,128,1048576,16,128
689,rand,4096,1,128,1048576,16,128
690,lru,4096,2,128,1048576,1,128
691,rand,4096,2,128,1048576,1,128
692,rrip,4096,2,128,1048576,1,128
693,rand,4096,2,128,1048576,2,128
694,lru,4096,2,128,1048576,2,128
695,rrip,4096,2,128,1048576,2,128
696,rand,4096,2,128,1048576,4,128
697,lru,4096,2,128,1048576,4,128
698,rrip,4096,2,128,1048576,8,128
699,lru,4096,2,128,1048576,8,128
700,rand,4096,2,128,1048576,8,128
701,rrip,4096,2,128,1048576,4,128
702,lru,4096,2,128,1048576,16,128
703,rand,4096,2,128,1048576,16,128
704,rrip,4096,2,128,1048576,16,128
705,lru,4096,4,128,1048576,1,128
706,rand,4096,4,128,1048576,1,128
707,rrip,4096,4,128,1048576,1,128
708,rand,4096,4,128,1048576,2,128
709,lru,4096,4,128,1048576,2,128
710,rrip,4096,4,128,1048576,2,128
711,rand,4096,4,128,1048576,4,128
712,lru,4096,4,128,1048576,8,128
713,rrip,4096,4,128,1048576,4,128
714,rrip,4096,4,128,1048576,8,128
